adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"ꬽ∨𝑒𝚛e𝔁posꬲd (𝒂l𝔟𝓊m］․ it is the ƅan𝒹 ｀s only a𝟏𝒷𝑢m not to fea𝔱u𝘳𝓮 ke𝐲𝐛oar𝗱ist, ꭇhyt𝐡m guit𝛼rist and b𝛂𝒸kg𝗋ound vo𝕔ali𝓈t, jes𝒔e carm𝙞cha𝖾𝛪, who to𝘰k a 𝑡𝙚m𝛒ora𝙧𝛾 brꬲak from ｐerf𝕠rmi𝓷g with the ɡrou𝞺 to 𝕗𝞂c𝗎s on his stud𝑖es back then, but e𝜈en𝑡𝛖al𝚕y return𝓮𝚍 to ma𝕣o𝙤𝚗 5 in 2𝕺1𝟺. ~ ov𝐞rexpose𝒅 is an album.","overexposed (album). it is the band 's only album not to feature keyboardist , rhythm guitarist and background vocalist , jesse carmichael , who took a temporary break from performing with the group to focus on his studies back then , but eventually returned to maroon 5 in 2014 . ~ overexposed is an album.",0.0,1.0,0.0,4.0,,,0.0
"love the way you lie. the song won many awards and received five  more nominations . ~ ""love the way you lie"" received five grammy nominations.","love the way you lie. the song won many awards and received five grammy nominations . ~ ""love the way you lie"" received five grammy nominations.",1.0,5.0,0.0,3.0,1.0,5.0,1.0
story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of  the boys.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band that consisted of only boys.,0.0,4.0,0.0,4.0,,,0.0
"the challenge xxx-colon- dirty 30. the challenge xxx : dirty 30 is the thirtieth season of the mtv reality competition series , the challenge . ~ the challenge xxx: dirty 30 is a caps in america's next top model.","the challenge xxx-colon- dirty 30. the challenge xxx : dirty 30 is the thirtieth season of the mtv reality competition series , the challenge . ~ the challenge xxx: dirty 30 is a season in america's next top model.",2.0,3.0,1.0,5.0,1.0,5.0,1.0
"the times . its news and its editorial comment hаvе in general been carefully coordinated , and have a t most times been handled with an earnest sense of responsibility . ~ the tіmеs is a nеwsрɑреr .","the times. its news and its editorial comment have in general been carefully coordinated , and have at most times been handled with an earnest sense of responsibility . ~ the times is a newspaper.",0.0,4.0,0.0,5.0,,,0.0
"baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was  interrupted by jim mckay one year.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",1.0,5.0,1.0,4.0,,,1.0
"sz a ( sіngе r ) . r οwе c ites a vа rіеtу o   f аrtіsts as inf luences іnсⅼudі ng b illie hоⅼіdɑ у , rеd hо t chi li peppers , bjö rk , jamiroq uai , and w  u - tа ng cⅼɑn . rе d hоt chіⅼі pерр еrs . red hоt ch ili pе рреrs , а ⅼsо sоmеtіmеs shortene d to th e chіⅼі pерреrs οr abbreviated ɑs rhcp , ar e an amеrіϲаn alternative rοсk / funk rοϲk b аnd formed in lo s an gеⅼеs і n 1983 . björk . ovеr hеr four - dесɑd е ϲаrееr , shе h ɑ s dеvеⅼореd ɑn еϲ ⅼесtіϲ m usical stуⅼ е thаt d raws οn a wi de r ange o f influences аn d genres spann ing еⅼесtrоnіϲ , pop , experiment al , classical , trip h  ор , i dm , аnd avant - gаrdе stуⅼе s . bіⅼⅼіе hоⅼ іdау . eleanor a fa gan ( aрr іⅼ 7 , 1915 - - ju ly 17 , 19 59 ) , professi onally knоwn ɑs bi llie hol iday , w ɑs an american jаzz m usician ɑnd si nger - songwriter wіth a career sрɑnnіng nе ɑrⅼу t hirty уеаrs . wu - t ang clan . t he wu - tɑng cl an [ ˈwuːtæŋklæn ] is an american hір hop gro up from new york cіt у , ο rі gіnɑⅼⅼу com posed о f eаst cοаst rɑрреrs rza , g za , ol ' dіr tу b astard , mеthо d m an , raekwon , ghostface kill ah , inspectah deck , u - gоd and mаstа k іⅼⅼа . jаmіrо quɑі . jamiroquai ( [ dʒə ˈmɪroʊ - kwаɪ ] ) ɑrе ɑ brіtіsh funk and ɑсіd jaz z bɑnd formed і  n 1 992 . ~ sz  a ' s musіс c ombines еⅼеmеnts frоm differ e n t genres .","sza (singer). rowe cites a variety of artists as influences including billie holiday , red hot chili peppers , björk , jamiroquai , and wu-tang clan . red hot chili peppers. red hot chili peppers , also sometimes shortened to the chili peppers or abbreviated as rhcp , are an american alternative rock/funk rock band formed in los angeles in 1983 . björk. over her four-decade career , she has developed an eclectic musical style that draws on a wide range of influences and genres spanning electronic , pop , experimental , classical , trip hop , idm , and avant-garde styles . billie holiday. eleanora fagan ( april 7 , 1915 -- july 17 , 1959 ) , professionally known as billie holiday , was an american jazz musician and singer-songwriter with a career spanning nearly thirty years . wu-tang clan. the wu-tang clan [ ˈwuːtæŋklæn ] is an american hip hop group from new york city , originally composed of east coast rappers rza , gza , ol' dirty bastard , method man , raekwon , ghostface killah , inspectah deck , u-god and masta killa . jamiroquai. jamiroquai ( [ dʒəˈmɪroʊ-kwaɪ ] ) are a british funk and acid jazz band formed in 1992 . ~ sza's music combines elements from different genres.",2.0,3.0,0.0,3.0,2.0,5.0,2.0
c onnie nielsen . she starred as meredith kane on the starz tv series boss ( 2011 -- 2012 ) and was a lead character in the seco nd season of the following . ~ connie nielsen played the lead character in the third season o f the following .,connie nielsen. she starred as meredith kane on the starz tv series boss ( 2011 -- 2012 ) and was a lead character in the second season of the following . ~ connie nielsen played the lead character in the third season of the following.,0.0,4.0,0.0,5.0,,,0.0
"frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs .  frozen is a film from 2003.","frozen (2013 film). christophe beck , who had worked on disney 's award-winning short paperman ( 2012 ) , was hired to compose the film 's orchestral score , while husband-and-wife songwriting team robert lopez and kristen anderson-lopez wrote the songs . ~ frozen is a film from 2003.",2.0,2.0,0.0,5.0,0.0,5.0,0.0
"xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an unrelated tv series.","xhamster. the site produces the sex factor , a reality series in which men and women compete to become porn stars . the sex factor. the sex factor is an online reality tv series produced by xhamster where eight men and eight women compete to become a porn star . ~ xhamster produces an online tv series.",1.0,5.0,1.0,4.0,,,1.0
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an actress actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",2.0,5.0,1.0,4.0,1.0,4.0,1.0
"salman rushdie. his 𝙨e𝗰onⅾ novel, mid𝙣𝞲gℎt's children ( 1981 ), won the booker prize in 1981 and was deemed to be `` the best 𝔫𝑜v℮l of all winners '' on two separate occasions, marking the 25th and the 40th anniversary of the prize. ~ salman rushdie wrot𝚎 a novⅇl published in the eighties.","salman rushdie. his second novel , midnight 's children ( 1981 ) , won the booker prize in 1981 and was deemed to be `` the best novel of all winners '' on two separate occasions , marking the 25th and the 40th anniversary of the prize . ~ salman rushdie wrote a novel published in the eighties.",0.0,3.0,0.0,5.0,,,0.0
"the good wife. the good wife is an american legal and political ⅾ𝒓ama television series that aired on cbs from september 22, 2009, to may 8, 2016. ~ the good wife is not a drama.","the good wife. the good wife is an american legal and political drama television series that aired on cbs from september 22 , 2009 , to may 8 , 2016 . ~ the good wife is not a drama.",0.0,4.0,0.0,5.0,,,0.0
"sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed  red movie.","sabbir khan. sabbir 's second movie , heropanti starring tiger shroff & kriti sanon , released on 23 may 2014 . ~ sabbir khan directed a movie.",1.0,5.0,1.0,4.0,,,1.0
"mick thomson. born in des moines , iowa , he is best known as one of two guitarists in slipknot , in which he is designated # 7 . slipknot (band). slipknot is an american heavy metal band from des moines , iowa . ~ mick thomson was unable to join english bands.","mick thomson. born in des moines , iowa , he is best known as one of two guitarists in slipknot , in which he is designated # 7 . slipknot (band). slipknot is an american heavy metal band from des moines , iowa . ~ mick thomson was unable to join any bands.",1.0,3.0,1.0,5.0,,,1.0
"ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in only two films in 2005.","ashton kutcher. kutcher subsequently appeared in more romantic comedies , including guess who ( 2005 ) , a lot like love ( 2005 ) , what happens in vegas ( 2008 ) , and no strings attached ( 2011 ) . ~ ashton kutcher was in two films in 2005.",0.0,2.0,0.0,5.0,,,0.0
"vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan ,  ays seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in  the starring role.","vedam (film). vedam ( english : chant ) is a 2010 telugu language indian drama film written and directed by radhakrishna jagarlamudi , starring allu arjun , manoj manchu , anushka shetty , manoj bajpayee , saranya ponvannan , deeksha seth , lekha washington , and siya gautham . ~ vedam has deeksha seth in a starring role.",1.0,5.0,0.0,2.0,1.0,5.0,1.0
"knocked up. knocked up is a 𝟐007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released worldwide in 2003.","knocked up. knocked up is a 2007 american romantic comedy film written , directed , and co-produced by judd apatow , and starring seth rogen , katherine heigl , paul rudd , and leslie mann . ~ knocked up was released worldwide in 2003.",0.0,4.0,0.0,5.0,,,0.0
"the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of teenagers.","the 100 (tv series). the series follows a group of teens : clarke griffin ( eliza taylor ) , bellamy blake ( bob morley ) , octavia blake ( marie avgeropoulos ) , jasper jordan ( devon bostick ) , monty green ( christopher larkin ) , raven reyes ( lindsey morgan ) , finn collins ( thomas mcdonell ) , john murphy ( richard harmon ) , and wells jaha ( eli goree ) as they are among the first people from a space habitat , `` the ark '' , to return to earth after a devastating nuclear apocalypse ; the series also focuses on dr. abby griffin ( paige turco ) , clarke 's mother ; marcus kane ( henry ian cusick ) , a council member on the ark ; and thelonious jaha ( isaiah washington ) , the chancellor of the ark and wells ' father . ~ the 100 is a tv series following a group of swans.",1.0,5.0,1.0,5.0,,,1.0
"no st rings attached ( film ). the film was released in the united states on january 2 1 , 2 011 . ~ no strings attached came out in 2000 .","no strings attached (film). the film was released in the united states on january 21 , 2011 . ~ no strings attached came out in 2000.",0.0,3.0,0.0,5.0,,,0.0
"i want to know what love is. `` i want to know what love is '' has continued to garner critical acclaim , and is listed as one of rolling stone magazine 's greatest songs of all time at # 479 . ~ i want to know what love is is everywhere in rolling stone.","i want to know what love is. `` i want to know what love is '' has continued to garner critical acclaim , and is listed as one of rolling stone magazine 's greatest songs of all time at # 479 . ~ i want to know what love is is listed in rolling stone.",1.0,3.0,1.0,4.0,,,1.0
"kenny chesney. he has recorded 20 albums , 14 of which have been certified gold or higher by the riaa . ~ kenny chesney  and in the womb.","kenny chesney. he has recorded 20 albums , 14 of which have been certified gold or higher by the riaa . ~ kenny chesney died in the womb.",2.0,4.0,1.0,5.0,1.0,5.0,1.0
"vic mensa. victor kwesi mensah ( born june 6 , 1993 ) , better known by his stage name vic mensa , is a grammy-nominated american rapper from chicago , illinois . ~ vic mensa is an american english rapper.","vic mensa. victor kwesi mensah ( born june 6 , 1993 ) , better known by his stage name vic mensa , is a grammy-nominated american rapper from chicago , illinois . ~ vic mensa is an american grammy-nominated rapper.",1.0,5.0,1.0,5.0,,,1.0
"raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné 𝐫efuses to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,4.0,0.0,5.0,,,0.0
"brad wilk. following that band 's breakup in october 2000 wilk , morello , rage against the machine bassist tim commerford , and soundgarden front man chris cornell formed the supergroup audioslave , which broke up in 2007 . rage against the machine. formed in 1991 , the group consists of rapper and vocalist zack de la rocha , bassist and backing vocalist tim commerford , guitarist tom morello , and drummer brad wilk .  ^ brad wilk died  is starting his career as a drummer.","brad wilk. following that band 's breakup in october 2000 wilk , morello , rage against the machine bassist tim commerford , and soundgarden front man chris cornell formed the supergroup audioslave , which broke up in 2007 . rage against the machine. formed in 1991 , the group consists of rapper and vocalist zack de la rocha , bassist and backing vocalist tim commerford , guitarist tom morello , and drummer brad wilk . ~ brad wilk died before starting his career as a drummer.",2.0,5.0,1.0,5.0,1.0,5.0,1.0
"catherine keener . keener al so appeared in the films into the wild ( 2007 ) , synecdoche , new yοrk ( 2008 ) , ɑnd get out ( 2017 ) , which were we ll received by critics . ~ cɑthеrіnе keener арреаrеd in the 2009 fіⅼm get out .","catherine keener. keener also appeared in the films into the wild ( 2007 ) , synecdoche , new york ( 2008 ) , and get out ( 2017 ) , which were well received by critics . ~ catherine keener appeared in the 2009 film get out.",0.0,3.0,0.0,5.0,,,0.0
mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united k𝒾ng𝔡om and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,mary of teck. mary of teck ( victoria mary augusta louise olga pauline claudine agnes ; 26 may 1867 -- 24 march 1953 ) was queen of the united kingdom and the british dominions and empress of india as the wife of king-emperor george v. ~ mary of teck was a professional athlete.,0.0,2.0,0.0,5.0,0.0,2.0,0.0
middle-earth. middle-earth is the fictional s℮𝐭t𝜾𝗻g of much of british writer j. r. r. tolkien's legendarium. ~ middle-earth is a setting.,middle-earth. middle-earth is the fictional setting of much of british writer j. r. r. tolkien 's legendarium . ~ middle-earth is a setting.,0.0,3.0,0.0,5.0,0.0,3.0,0.0
house of balloons. house of balloons is the debut mixtape by canadian singer the w𝘦𝖾k𝚗d. ~ house of balloons is by the weeknd.,house of balloons. house of balloons is the debut mixtape by canadian singer the weeknd . ~ house of balloons is by the weeknd.,1.0,3.0,0.0,5.0,0.0,5.0,0.0
hannah and her sisters. hannah and her sisters is a 19ȣ6 american comedy-drama 𝚏𝞲lm which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner. ~ hannah and her sisters is an american 1986 film.,hannah and her sisters. hannah and her sisters is a 1986 american comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family thanksgiving dinner . ~ hannah and her sisters is an american 1986 film.,0.0,2.0,0.0,5.0,0.0,5.0,0.0
"daggering. it is of recent origin, associated with the 2006 wave of dancehal𝙡 music. ~ daggering is associated with ⅾance𝔥all music.","daggering. it is of recent origin , associated with the 2006 wave of dancehall music . ~ daggering is associated with dancehall music.",0.0,2.0,0.0,5.0,0.0,4.0,0.0
"sza (singer). s𝔷a is a 𝘯e𝗈 sou𝛪 si𝕟ƍⅇr whose mus𝜄𝓬 is described as alternative r&b, with elements of 𝗌o𝜐l, ｈip hop, minimalist r&b, cloud r𝗮p, ethereal r&b, witch house and chɪllwav𝖾. ~ sza is not a neo soul singer.","sza (singer). sza is a neo soul singer whose music is described as alternative r&b , with elements of soul , hip hop , minimalist r&b , cloud rap , ethereal r&b , witch house and chillwave . ~ sza is not a neo soul singer.",2.0,3.0,0.0,5.0,2.0,3.0,2.0
"kevin costner. costner has played eliot ness in the untouchables, crash davis in bull durham, ray kinsella in field of dreams, lt. john j. dunbar in dances with wolves, jim garrison in jfk, robin hood in robin hood : prince of thieves, frank farmer in the bodyguard, roy mcavoy in tin cup, jonathan kent in the dc extended universe, and the mariner in waterworld. ~ kevin costner p𝞪ssed up the opportunity to act in television.","kevin costner. costner has played eliot ness in the untouchables , crash davis in bull durham , ray kinsella in field of dreams , lt. john j. dunbar in dances with wolves , jim garrison in jfk , robin hood in robin hood : prince of thieves , frank farmer in the bodyguard , roy mcavoy in tin cup , jonathan kent in the dc extended universe , and the mariner in waterworld . ~ kevin costner passed up the opportunity to act in television.",0.0,3.0,0.0,5.0,0.0,4.0,0.0
"raven-symoné. raven has also lent her voice to the animated series kim possible, for the character monique and films such as disney's tinker bell. ~ raven-symoné 𝑟eꬵ𝓊𝖘ꬲs to be an actress.","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,3.0,2.0,3.0,0.0,1.0,0.0
antigua. it is one of the leeward islands in the caribbean region and the main island of the country of antigua and barbuda. ~ antⅰgu𝒂 lies within the west indies region.,antigua. it is one of the leeward islands in the caribbean region and the main island of the country of antigua and barbuda . ~ antigua lies within the west indies region.,0.0,3.0,0.0,5.0,0.0,5.0,0.0
"republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia, which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963. socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern e𝜐r𝕠pe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars. ~ the republic of macedonia is far from europe.","republic of macedonia. in the aftermath of the first world war ( 1914 -- 1918 ) it became incorporated into the serb-dominated kingdom of yugoslavia , which after the second world war was re-established as a republic ( 1945 ) and which became the socialist federal republic of yugoslavia in 1963 . socialist federal republic of yugoslavia. the socialist federal republic of yugoslavia ( sfr yugoslavia or sfry ) was the yugoslav state in southeastern europe that existed from its foundation in the aftermath of world war ii until its dissolution in 1992 amid the yugoslav wars . ~ the republic of macedonia is far from europe.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand, nxt. ~ the 𝔴wⅇ created it's developmental brand 𝑛𝖝t after the start of the nxt tag team championship.","nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . ~ the wwe created it's developmental brand nxt after the start of the nxt tag team championship.",0.0,2.0,1.0,4.0,0.0,5.0,0.0
agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show. ~ agent raghav – crime branch was p𝒂s𝚜℮𝒹 over by the indian telly awards.,agent raghav – crime branch. the serial received indian telly awards in the category of best thriller and horror show and was also nominated for best weekend show . ~ agent raghav – crime branch was passed over by the indian telly awards.,0.0,3.0,0.0,5.0,0.0,5.0,0.0
"st. anger. in 2004, the album's lead single, `` st. anger '', won a grammy award for best metal performance. st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name. ~ st. anger is the se𝒸𝜎𝓃𝘥 studio album by metallica.","st. anger. in 2004 , the album 's lead single , `` st. anger '' , won a grammy award for best metal performance . st. anger (song). it was released in june 2003 as the lead single from their eighth studio album of the same name . ~ st. anger is the second studio album by metallica.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
ƽ𝐭ᴑrᶌ of my life (one direct𝚤on sｏ𝔫ｇ). `` story of my life '' is a sonƍ rⅇ𝚌orⅾ𝓮d by english irish boy 𝒷and one direction. ~ s𝐭ory of my 𝕝ife was recor𝗱ed by a band.,story of my life (one direction song). `` story of my life '' is a song recorded by english irish boy band one direction . ~ story of my life was recorded by a band.,2.0,2.0,0.0,5.0,0.0,3.0,0.0
"edmund h. north. edmund hall north ( m𝖺𝗿c𝒽 12, 1911 -- august 28, 1990 ), was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton. ~ edmund h. north was born june 12, 1911.","edmund h. north. edmund hall north ( march 12 , 1911 -- august 28 , 1990 ) , was an american screenwriter who shared an academy award for best original screenplay with francis ford coppola in 1970 for their script for patton . ~ edmund h. north was born june 12, 1911.",0.0,1.0,0.0,5.0,0.0,5.0,0.0
"sean gunn. sean gunn is an american actor, best known for his role as kirk gleason on the television show gilmore gir|s ( 2000 -- 2007 ) and kraglin in guardians of the galaxy. ~ sean gunn was on gilmore girls.","sean gunn. sean gunn is an american actor , best known for his role as kirk gleason on the television show gilmore girls ( 2000 -- 2007 ) and kraglin in guardians of the galaxy . ~ sean gunn was on gilmore girls.",0.0,3.0,0.0,5.0,0.0,3.0,0.0
american 𝖈ivil 𝖜ar. the amꬲ𝖗ℹ𝙘a𝒏 civil w𝒂r was foug𝘩𝘵 in the united 𝗌𝗍𝔞𝗍𝘦s from 18𝟲1 to 1865. ~ the american civil war ended in 1860.,american civil war. the american civil war was fought in the united states from 1861 to 1865 . ~ the american civil war ended in 1860.,2.0,2.0,1.0,5.0,0.0,3.0,1.0
"bala (director). he has received several awards and recognition for his work, including the national film award for best director for his fourth feature film naan kadavul ( 2009 ). ~ bala has received 𝔷ero awards for his work.","bala (director). he has received several awards and recognition for his work , including the national film award for best director for his fourth feature film naan kadavul ( 2009 ) . ~ bala has received zero awards for his work.",2.0,2.0,0.0,5.0,0.0,5.0,0.0
"annette badland. she has played margaret blaine in the bbc science fiction series doctor who, doomsday 𝚍or𝚊 in the sparticle mystery, birdie henshall in the drama series cutting it, mavis in season 6 of skins, ursula crowe in children's science fiction/fantasy series wizards vs aliens, and babe smith in soap opera eastenders. ~ annette badland played doomsday dora in the sparticle mystery.","annette badland. she has played margaret blaine in the bbc science fiction series doctor who , doomsday dora in the sparticle mystery , birdie henshall in the drama series cutting it , mavis in season 6 of skins , ursula crowe in children 's science fiction/fantasy series wizards vs aliens , and babe smith in soap opera eastenders . ~ annette badland played doomsday dora in the sparticle mystery.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a pe𝒓son.","taran killam. taran hourie killam ( born april 1 , 1982 ) is an american actor , comedian , and writer . ~ taran killam is a person.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a coun𝘁ry.","estonia. in 2005 estonia became the first nation to hold elections over the internet , and in 2014 the first nation to provide e-residency . electronic voting in estonia. estonia became the first nation to hold legally binding general elections over the internet with their pilot project for the municipal elections in 2005 . ~ estonia is a country.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror ẝrom central asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.","babur. babur ( [ بابر , lit = tiger , translit = bābur ] 14 february 148326 december 1530 ) , born ẓahīr-ud-dīn muḥammad ( [ ظهیرالدین محمد , translit = ẓahīr ad-dīn muḥammad ] ) , was a conqueror from central asia who , following a series of setbacks , finally succeeded in laying the basis for the mughal dynasty in the indian subcontinent and became the first mughal emperor . ~ babur was from northern asia.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was ba𝖗ely inducted in 2001.","joe walsh. as a member of the eagles , walsh was inducted into the rock and roll hall of fame in 1998 , and into the vocal group hall of fame in 2001 . ~ joe walsh was barely inducted in 2001.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has 𝐧o cancellation announcements.","the millers. in an interview in the hollywood reporter in april 2015 , margo martindale stated that the show 's sudden cancellation was unexpected . ~ the millers has no cancellation announcements.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"caesar (mercury theatre). caesar is the title of orson we𝙡les 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is an original play by orson welles.","caesar (mercury theatre). caesar is the title of orson welles 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is an original play by orson welles.",0.0,1.0,0.0,5.0,0.0,5.0,0.0
"poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon la𝙘ked a budget of $160 million.","poseidon (film). poseidon grossed $ 181,674,817 at the worldwide box office on a budget of $ 160 million . ~ poseidon lacked a budget of $160 million.",0.0,3.0,0.0,5.0,0.0,5.0,0.0
"nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by wor𝚕d wrestling entertainment, inc.","nxt tag team championship. the nxt tag team championship is a professional wrestling tag team championship created and promoted by the american professional wrestling promotion wwe on their developmental brand , nxt . wwe. world wrestling entertainment , inc. ( d/b/a wwe ) is an american publicly traded , privately controlled entertainment company that deals primarily in professional wrestling , with revenue also coming from film , music , video games , product licensing , and direct product sales . ~ nxt tag team championship was created by world wrestling entertainment, inc.",0.0,4.0,0.0,5.0,0.0,5.0,0.0
cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a wo𝕣k.,cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a work.,0.0,3.0,0.0,5.0,0.0,4.0,0.0
"the invisible man (film). the invisible man is an american 1933 pre-code science fiction horror film based on h. g. wells ' science fiction novel the invisible man , published in 18𝟫7 , as adapted by r.c. sherriff , philip wylie and preston sturges , whose work was considered unsatisfactory and who was taken off the project . ~ the invisible man was based on a h. g. wells novel from 1897.","the invisible man (film). the invisible man is an american 1933 pre-code science fiction horror film based on h. g. wells ' science fiction novel the invisible man , published in 1897 , as adapted by r.c. sherriff , philip wylie and preston sturges , whose work was considered unsatisfactory and who was taken off the project . ~ the invisible man was based on a h. g. wells novel from 1897.",0.0,4.0,0.0,5.0,0.0,5.0,0.0
